fips,sfha_home_share,claims_per_1000_policies_year,mean_paid_usd,residential_structures,residential_structures_sfha,policies_in_force,sfha_policy_share,claims_per_year,sfha_share_basis
13051,0.1352,6.667,22960,95820,12960,19760,0.8147,131.8,structures
13053,0.01014,,,2072,21,0,0,0,structures
13055,0.03292,75.93,20540,9994,329,18,0.04863,1.367,structures
13057,0.002119,8.176,13540,88260,187,212,0.3422,1.733,structures
13059,0.00773,5.696,8477,35700,276,158,0.279,0.9,structures
13061,0.002938,0,,2042,6,2,0,0,structures
13063,0.01055,22.76,19280,84300,889,312,0.2238,7.1,structures
13065,0.1592,2.424,1100,2896,461,55,0.1085,0.1333,structures
13067,0.006032,22.73,50660,223500,1348,2144,0.8501,48.73,structures
13069,0.01625,33.33,22100,16800,273,36,0.08059,1.2,structures
13071,0.02373,22.22,16540,19010,451,66,0.1109,1.467,structures
13073,0.002661,9.256,22280,54490,145,515,1.186,4.767,structures
13075,0.1118,4.054,29240,7833,876,74,0.06164,0.3,structures
13077,0.002886,6.786,20870,50580,146,167,0.2808,1.133,structures
13079,0.005916,0,,6254,37,6,0.08108,0,structures
13081,0.07343,10.73,45510,9124,670,174,0.2164,1.867,structures
13083,0.03009,7.692,29640,6980,210,26,0.09048,0.2,structures
13085,0.004083,3.03,4141,11760,48,33,0.2917,0.1,structures
13087,0.04928,16.24,23390,12870,634,197,0.2555,3.2,structures
13089,0.008749,20.96,21670,220200,1927,2331,0.7244,48.87,structures
13091,0.007495,4.762,,8939,67,7,0.07463,0.03333,structures
13093,0.04956,19.44,27350,4197,208,24,0.09135,0.4667,structures
13095,0.1012,25.39,13540,30200,3056,827,0.2238,21,structures
13097,0.002651,26.92,48130,46020,122,182,0.623,4.9,structures
13099,0.03223,40,32030,5430,175,25,0.1371,1,structures
13101,0.0007924,16.67,50710,1262,0,2,,0.03333,policies_lower_bound
13103,0.03344,3.022,22070,24220,810,717,0.3975,2.167,structures
13105,0.00324,0,,10180,33,6,0.0303,0,structures
13107,0.01397,10.53,1592,10660,149,19,0.09396,0.2,structures
13109,0.0259,11.67,55510,4671,121,20,0.1488,0.2333,structures
13111,0.05428,8.935,12660,17260,937,291,0.2487,2.6,structures
13113,0.01535,11.08,19020,40080,615,421,0.2862,4.667,structures
13115,0.0286,10.9,10720,36740,1051,208,0.1522,2.267,structures
13117,0.001171,9.292,28290,82860,97,226,0.6289,2.1,structures
13119,0.002408,6.667,12220,11630,28,5,0,0.03333,structures
13121,0.008455,32.38,47870,303000,2562,2308,0.402,74.73,structures
13123,0.04058,25.44,34920,17400,706,207,0.2266,5.267,structures
13125,0.004289,,,1399,6,0,0,0,structures
13127,0.1762,5.592,32510,32220,5676,10030,0.905,56.1,structures
13129,0.0371,8.414,28900,22050,818,103,0.1039,0.8667,structures
13131,0.009385,28.21,20640,11830,111,13,0.08108,0.3667,structures
13133,0.002336,2.564,5839,10270,24,26,0.125,0.06667,structures
13135,0.002871,14.39,30720,259500,745,989,0.6309,14.23,structures
13137,0.00601,13.68,120500,16800,101,39,0.2178,0.5333,structures
13139,0.00618,13.62,6569,67640,418,93,0.04545,1.267,structures
13141,0.02237,0,,5409,121,6,0.01653,0,structures
13143,0.009503,4.167,46840,12630,120,8,0.03333,0.03333,structures
13145,0.01023,4.701,23600,14570,149,78,0.2215,0.3667,structures
13147,0.002964,3.704,,13830,41,9,0.07317,0.03333,structures
13149,0.01401,16.67,1931,5425,76,2,0.01316,0.03333,structures
13151,0.003314,6.903,25550,78450,260,338,0.6423,2.333,structures
13153,0.009983,6.452,16490,56700,566,403,0.2951,2.6,structures
13155,0.02389,5.556,1432,4604,110,6,0.03636,0.03333,structures
13157,0.002762,4.762,15570,26790,74,42,0.1622,0.2,structures
13159,0.01476,8.108,18350,6912,102,37,0.3137,0.3,structures
13161,0.01919,18.52,8421,6671,128,18,0.125,0.3333,structures
13163,0.007788,4.167,5721,7961,62,16,0.1774,0.06667,structures
13165,0.05961,14.29,3914,4311,257,21,0.07393,0.3,structures
13167,0.007841,33.33,18470,4081,32,2,0.0625,0.06667,structures
13169,0.009156,10,19500,12010,110,30,0.1364,0.3,structures
13171,0.005813,13.89,39130,7397,43,12,0,0.1667,structures
13173,0.0263,7.937,8961,4259,112,21,0.1607,0.1667,structures
13175,0.009308,31.01,26950,22130,206,43,0.1165,1.333,structures
13177,0.02406,73.09,22100,11260,271,218,0.4465,15.93,structures
13179,0.1036,3.598,29750,22110,2291,1473,0.4038,5.3,structures
13181,0.001974,0,,5065,10,3,0.1,0,structures
13183,0.05644,2.711,54710,5617,317,209,0.47,0.5667,structures
13185,0.01239,10.64,51510,40270,499,329,0.2224,3.5,structures
13187,0.009371,21.74,13350,13450,126,23,0.1111,0.5,structures
13189,0.0008985,3.704,,10020,9,9,0.3333,0.03333,structures
13191,0.1082,3.222,28670,7212,780,569,0.3641,1.833,structures
13193,0.0117,11.11,17170,5811,68,9,0.07353,0.1,structures
13195,0.004165,5.556,1448,13920,58,12,0.1034,0.06667,structures
13197,0.00366,0,,3825,14,1,0.07143,0,structures
13199,0.006992,0,,10300,72,9,0.08333,0,structures
13201,0.04603,24.56,25360,3020,139,19,0.09353,0.4667,structures
13205,0.09796,13.85,23910,9402,921,142,0.1325,1.967,structures
13207,0.0136,17.2,28580,11110,151,62,0.2649,1.067,structures
13209,0.03724,79.49,17720,4216,157,13,0.0828,1.033,structures
13211,0.03485,4.762,,10240,357,7,0.008403,0.03333,structures
13213,0.0106,28.07,18850,16130,171,19,0.07018,0.5333,structures
13215,0.004745,9.322,25070,60480,0,472,,4.4,policies_lower_bound
13217,0.003884,12.03,16940,37840,147,97,0.381,1.167,structures
13219,0.004047,3.175,17420,15570,63,42,0.1429,0.1333,structures
13221,0.005259,0,,7416,39,7,0.1282,0,structures
13223,0.003274,11.79,28590,55280,181,147,0.3425,1.733,structures
13225,0.005127,8.772,59340,10730,55,19,0.1091,0.1667,structures
13227,0.01547,9.402,14960,14610,226,39,0.1018,0.3667,structures
13229,0.02124,7.292,66350,9841,209,32,0.11,0.2333,structures
13231,0.002096,22.22,6720,7632,16,6,0.3125,0.1333,structures
13233,0.03995,11.22,12380,16850,673,104,0.1322,1.167,structures
13235,0.03923,14.67,20540,4486,176,25,0.1193,0.3667,structures
13237,0.09402,3.704,10930,13800,1297,45,0.01157,0.1667,structures
13239,0.0209,0,,1962,41,1,0,0,structures
13241,0.04777,8.025,17470,10240,489,108,0.135,0.8667,structures
13243,0.00377,33.33,1035,3714,14,1,0,0.03333,structures
13245,0.01545,16.72,12150,72540,1121,672,0.3443,11.23,structures
13247,0.001694,19.71,36730,30110,51,93,0.5294,1.833,structures
13249,0,,,2050,0,0,,0,structures
13251,0.02905,6.173,45570,7400,215,27,0.1023,0.1667,structures
13253,0.205,19.09,26930,4960,1017,110,0.09833,2.1,structures
13255,0.009159,7.527,11770,28500,261,93,0.1877,0.7,structures
13257,0.01616,11.11,16830,11880,192,33,0.1198,0.3667,structures
13259,0.00598,,,2341,14,0,0,0,structures
13261,0.0308,4.869,16600,12690,391,89,0.1714,0.4333,structures
13263,0.009869,26.67,22340,3445,34,5,0.08824,0.1333,structures
13265,0.004119,0,,1214,5,1,0.2,0,structures
13267,0.02299,21.05,19370,9919,228,38,0.136,0.8,structures
13269,0.006604,66.67,3502,4391,29,2,0.06897,0.1333,structures
13271,0.01318,26.67,15820,5919,78,5,0.0641,0.1333,structures
13273,0.003802,20,14460,4734,18,10,0.2222,0.2,structures
13275,0.02238,9.946,24750,19660,440,124,0.1545,1.233,structures
13277,0.03695,14.01,19960,15780,583,119,0.1475,1.667,structures
13279,0.02214,16.96,12540,11790,261,57,0.1801,0.9667,structures
13281,0.02963,13.13,8258,8405,249,66,0.1647,0.8667,structures
13283,0.006625,0,,3170,21,3,0.09524,0,structures
13285,0.01212,30.82,29800,25660,311,53,0.119,1.633,structures
13287,0.01015,4.167,,3053,31,8,0.2258,0.03333,structures
13289,0.007008,33.33,1563,4709,33,1,0,0.03333,structures
13291,0.05171,9.453,8917,15180,785,134,0.1363,1.267,structures
13293,0.006922,33.33,12660,12140,84,18,0.1548,0.6,structures
13295,0.0266,21.63,14990,27900,742,131,0.1442,2.833,structures
13297,0.01435,12.44,14640,32470,466,75,0.0515,0.9333,structures
13299,0.04418,7.843,12970,15480,684,119,0.1374,0.9333,structures
13301,0.0009833,,,3051,3,0,0,0,structures
13303,0.01782,13.98,16550,9371,167,31,0.1257,0.4333,structures
13305,0.01714,3.763,11240,12140,208,62,0.1971,0.2333,structures
13307,0.002075,0,,964,2,1,0.5,0,structures
13309,0.03228,27.78,10260,2602,84,12,0.1071,0.3333,structures
13311,0.01459,12.86,15320,13440,196,70,0.2959,0.9,structures
13313,0.01626,13.79,10810,31610,514,116,0.1887,1.6,structures
13315,0.0202,0,,3763,76,6,0.05263,0,structures
13317,0.0007287,0,,5489,4,2,0,0,structures
13319,0.006012,,,4657,28,0,0,0,structures
13321,0.03484,19.5,20750,7348,256,53,0.1523,1.033,structures
15001,0.008572,6.968,43320,69410,0,1215,,8.467,policies_lower_bound
15003,0.04921,6.557,42690,169000,8317,6934,0.5399,45.47,structures
15005,0,,,54,0,0,,0,structures
15007,0.04802,8.885,32500,23490,0,1647,,14.63,policies_lower_bound
15009,0.02599,6.362,54670,42180,0,2033,,12.93,policies_lower_bound
16001,0.02353,2.228,9277,163200,3840,1541,0.2521,3.433,structures
16003,0.001524,13.33,4694,3280,0,10,,0.1333,policies_lower_bound
16005,0.02149,13.43,5167,27730,596,72,0.09899,0.9667,structures
16007,0,0,,3763,0,1,,0,structures
16009,0.08828,20.41,23120,5188,458,49,0.107,1,structures
16011,0.004663,9.848,4983,16730,0,88,,0.8667,policies_lower_bound
16013,0.04921,24.23,17230,13530,666,377,0.2718,9.133,structures
16015,0.002328,1.389,35640,5584,0,24,,0.03333,policies_lower_bound
16017,0.04632,7.16,3901,26360,1221,135,0.09173,0.9667,structures
16019,0.0008729,6.667,9715,40100,0,70,,0.4667,policies_lower_bound
16021,0.0009968,10,8395,6019,0,10,,0.1,policies_lower_bound
16023,0.003249,0,,1539,0,6,,0,policies_lower_bound
16025,0.003749,0,,1067,0,5,,0,policies_lower_bound
16027,0.0267,0.9524,8690,77370,2066,350,0.1505,0.3333,structures
16029,0.0002608,16.67,8023,3835,0,2,,0.03333,policies_lower_bound
16031,0.001444,3.922,31720,8308,0,17,,0.06667,policies_lower_bound
16033,0,,,566,0,0,,0,structures
16035,0.001563,18.52,2313,5117,0,9,,0.1667,policies_lower_bound
16037,0.001657,1.961,1902,4224,0,17,,0.03333,policies_lower_bound
16039,0.00832,3.819,15430,11300,0,96,,0.3667,policies_lower_bound
16041,0.0004016,8.333,2525,4980,0,4,,0.03333,policies_lower_bound
16043,0.001176,12.5,17760,10200,0,16,,0.2,policies_lower_bound
16045,0.002293,4.598,4805,8724,0,29,,0.1333,policies_lower_bound
16047,0.005565,2.222,9872,5391,0,30,,0.06667,policies_lower_bound
16049,0.000941,13.33,2597,10630,0,10,,0.1333,policies_lower_bound
16051,0.03284,17.14,9639,12120,398,35,0.05779,0.6,structures
16053,0,,,8674,0,0,,0,structures
16055,0.02116,10.21,13280,67100,1420,209,0.1092,2.133,structures
16057,0.008101,14.12,12670,12710,0,118,,1.667,policies_lower_bound
16059,0.005279,18.28,19690,5304,0,31,,0.5667,policies_lower_bound
16061,0.008621,0,,1856,0,16,,0,policies_lower_bound
16063,0.001747,25,17760,2290,0,4,,0.1,policies_lower_bound
16065,0.001436,3.175,7271,9051,0,21,,0.06667,policies_lower_bound
16067,0.0006263,16.67,46820,7983,0,10,,0.1667,policies_lower_bound
16069,0.0009754,2.469,13980,16400,0,27,,0.06667,policies_lower_bound
16071,0,,,2277,0,0,,0.03333,structures
16073,0.0003624,0,,5519,0,3,,0,policies_lower_bound
16075,0.001751,30.67,12050,10280,0,25,,0.7667,policies_lower_bound
16077,0,,,3040,0,0,,0,structures
16079,0.2618,19.61,14590,7663,2006,119,0.05334,2.333,structures
16081,0.004123,3.175,6366,4366,0,42,,0.1333,policies_lower_bound
16083,0.008112,3.98,2388,32420,263,67,0.2053,0.2667,structures
16085,0.02684,1.754,,12180,327,19,0.02141,0.03333,structures
16087,0.1046,9.259,23810,5162,540,54,0.09259,0.5,structures
17001,0.01026,64.41,33960,23680,243,74,0.2305,4.767,structures
17003,0.4706,52.08,17830,3251,1530,112,0.06863,5.833,structures
17005,0.0001293,6.667,,7735,0,5,,0.03333,policies_lower_bound
17007,0.009173,13.98,11110,19080,175,62,0.2571,0.8667,structures
17009,0.00698,108.3,22430,2149,15,4,0.1333,0.4333,structures
17011,0.01427,25.85,4944,13100,187,49,0.2406,1.267,structures
17013,0.1025,136.4,19790,2507,257,77,0.214,10.5,structures
17015,0.01339,95.56,21130,10750,144,15,0.0625,1.433,structures
17017,0.06393,8.73,12270,5037,322,126,0.1863,1.1,structures
17019,0.008203,18.47,14530,56320,462,157,0.1688,2.9,structures
17021,0.006101,20.37,18950,14260,87,18,0.1149,0.3667,structures
17023,0.01128,100,13030,7444,84,6,0.05952,0.6,structures
17025,0.0003821,16.67,9527,10470,0,8,,0.1333,policies_lower_bound
17027,0.05334,18.8,29100,18520,988,39,0.02429,0.7333,structures
17029,0.01562,29.82,15580,18250,285,57,0.1579,1.7,structures
17031,0.01011,54.53,12950,1242000,12560,6353,0.3198,346.4,structures
17033,0.01562,30,19110,8259,129,20,0.1085,0.6,structures
17035,0.007401,33.33,6305,4864,36,2,0.02778,0.06667,structures
17037,0.01693,55.92,15110,30780,521,152,0.2054,8.5,structures
17039,0.01873,11.59,4911,6622,124,23,0.1613,0.2667,structures
17041,0.08467,43.51,8603,7795,660,95,0.1273,4.133,structures
17043,0.008343,32.86,25570,297900,2485,1772,0.408,58.23,structures
17045,0.004535,11.11,4143,7057,32,9,0.1875,0.1,structures
17047,0,,,2937,0,0,,0,structures
17049,0.0004866,6.061,3257,14390,0,11,,0.06667,policies_lower_bound
17051,0.0000985,16.67,3461,10150,0,2,,0.03333,policies_lower_bound
17053,0,11.11,1769,6493,0,6,,0.06667,structures
17055,0.01971,22.92,21880,17200,339,48,0.1003,1.1,structures
17057,0.01142,60,15240,14090,161,25,0.118,1.5,structures
17059,0.1145,46.67,27100,2988,342,25,0.06725,1.167,structures
17061,0.02532,23.33,8097,4977,126,10,0.07143,0.2333,structures
17063,0.03526,43.89,27250,20510,723,161,0.166,7.067,structures
17065,0,,,2808,0,0,,0,structures
17067,0.03264,98.61,22320,6526,213,48,0.1972,4.733,structures
17069,0.02569,60,20330,2258,58,5,0.03448,0.3,structures
17071,0.05165,136,38300,3543,183,75,0.3279,10.2,structures
17073,0.0256,41.21,8958,25710,658,110,0.1459,4.533,structures
17075,0.1126,97.39,24460,12590,1417,255,0.1673,24.83,structures
17077,0.04343,20.83,7634,19740,857,112,0.09802,2.333,structures
17079,0.0005099,50,28240,5884,0,4,,0.2,policies_lower_bound
17081,0.01048,16.67,17240,12020,126,20,0.127,0.3333,structures
17083,0.02637,196.3,24260,8152,215,72,0.2837,14.13,structures
17085,0.007403,158,14750,16890,125,46,0.176,7.267,structures
17087,0.000537,20,6607,5587,0,5,,0.1,policies_lower_bound
17089,0.01006,32.81,16910,145600,1465,634,0.2799,20.8,structures
17091,0.04575,46.56,25680,38710,1771,300,0.1434,13.97,structures
17093,0.006224,46.2,23890,42420,264,101,0.2159,4.667,structures
17095,0.006766,20.69,20400,20690,140,29,0.1143,0.6,structures
17097,0.02025,25.04,18900,226100,4579,1857,0.2433,46.5,structures
17099,0.01612,60.51,22510,41450,668,222,0.2021,13.43,structures
17101,0.1018,58.33,15230,5951,606,12,0.01815,0.7,structures
17103,0.03604,12.54,8372,16180,583,93,0.1407,1.167,structures
17105,0.07558,39.28,10270,13440,1016,157,0.1437,6.167,structures
17107,0.02041,10.57,8757,11760,240,41,0.1542,0.4333,structures
17109,0.0002031,25,15410,9845,0,8,,0.2,policies_lower_bound
17111,0.02853,23.21,13840,112800,3218,764,0.1942,17.73,structures
17113,0.005947,19.35,21550,53810,320,112,0.1344,2.167,structures
17115,0.008196,26.05,12330,42340,347,87,0.1902,2.267,structures
17117,0.0003316,18.18,10380,18090,0,11,,0.2,policies_lower_bound
17119,0.004916,13.35,13680,105200,0,824,,11,policies_lower_bound
17121,0.0107,14.81,16570,15890,170,18,0.08824,0.2667,structures
17123,0.01574,45.45,12570,5782,91,22,0.2088,1,structures
17125,0.04797,92.86,18300,7546,362,42,0.1022,3.9,structures
17127,0.01743,16.67,15300,6254,0,134,,2.233,policies_lower_bound
17129,0.01167,48.15,4939,4371,51,9,0.07843,0.4333,structures
17131,0.01361,44.44,19500,6099,83,15,0.1325,0.6667,structures
17133,0.008124,5.432,15290,14160,0,135,,0.7333,policies_lower_bound
17135,0.00007318,122.2,27730,13660,0,3,,0.3667,policies_lower_bound
17137,0.04649,17.32,9939,12070,561,77,0.1248,1.333,structures
17139,0.02517,12.38,5135,6158,155,35,0.2065,0.4333,structures
17141,0.02423,48.57,16440,18740,454,140,0.2577,6.8,structures
17143,0.003268,77.26,16620,70680,0,302,,23.33,policies_lower_bound
17145,0.02042,26.67,6835,7249,148,10,0.06081,0.2667,structures
17147,0.01405,19.23,26070,6832,96,26,0.2083,0.5,structures
17149,0.02947,25,21290,7296,215,88,0.09767,2.2,structures
17151,0,,,2292,0,0,,0,structures
17153,0.01039,23.19,10070,1732,0,23,,0.5333,policies_lower_bound
17155,0.01788,103.3,24330,3299,59,10,0.1356,1.033,structures
17157,0.03405,7.436,16580,10570,360,130,0.3083,0.9667,structures
17159,0.000392,0,,7654,0,6,,0,policies_lower_bound
17161,0.04912,60.18,13350,52630,2585,668,0.2371,40.2,structures
17163,0.006719,26.42,9536,102000,0,1007,,26.6,policies_lower_bound
17165,0.05272,7.724,18660,9939,524,82,0.1107,0.6333,structures
17167,0.00492,26.35,22060,73770,363,167,0.1873,4.4,structures
17169,0.009201,20.83,19070,2717,25,8,0.16,0.1667,structures
17171,0.1138,21.43,3842,1871,213,14,0.06103,0.3,structures
17173,0.00009315,66.67,21640,10740,0,1,,0.06667,policies_lower_bound
17175,0.0008535,5.556,,3515,0,6,,0.03333,policies_lower_bound
17177,0.01782,88.19,17170,17290,308,48,0.09416,4.233,structures
17179,0.005733,13.33,15870,53720,308,115,0.1656,1.533,structures
17181,0.07713,33.33,9939,5173,399,46,0.1103,1.533,structures
17183,0.01177,48.06,27800,28290,333,43,0.1081,2.067,structures
17185,0.01517,0,,4614,70,8,0.01429,0,structures
17187,0.002346,16.67,13680,6395,0,26,,0.4333,policies_lower_bound
17189,0.0004682,5.556,2608,8543,0,6,,0.03333,policies_lower_bound
17191,0.001803,14.29,6162,7210,0,14,,0.2,policies_lower_bound
17193,0.07038,34.52,28460,7232,509,56,0.09234,1.933,structures
17195,0.02507,31.65,12730,21900,549,158,0.2423,5,structures
17197,0.01493,39.34,14260,220500,3291,1026,0.227,40.37,structures
17199,0.02422,25.06,8544,29520,715,141,0.1483,3.533,structures
17201,0.01975,65.24,22140,102300,2020,585,0.252,38.17,structures
17203,0.02657,59.55,21820,16520,439,103,0.2118,6.133,structures
18001,0.01777,69.7,14080,13730,244,44,0.1434,3.067,structures
18003,0.01628,33.27,19110,133400,2172,507,0.1598,16.87,structures
18005,0.04937,37.46,27170,30060,1484,388,0.184,14.53,structures
18007,0.001266,,,3950,5,0,0,0,structures
18009,0.004763,8.333,,6298,30,4,0.1,0.03333,structures
18011,0.02407,16.67,10470,24850,598,162,0.199,2.7,structures
18013,0.05011,53.52,28560,8740,438,71,0.1256,3.8,structures
18015,0.0816,67.46,43190,10940,893,209,0.2083,14.1,structures
18017,0.02498,18.01,13580,16210,405,87,0.1802,1.567,structures
18019,0.0419,45.46,27800,45870,1922,481,0.205,21.87,structures
18021,0.01687,23.66,31590,12860,217,31,0.1244,0.7333,structures
18023,0.008711,15.91,21370,13200,115,44,0.2783,0.7,structures
18025,0.04965,73.68,21460,6606,328,19,0.05183,1.4,structures
18027,0.0004902,15.56,50430,14280,0,15,,0.2333,policies_lower_bound
18029,0.01605,57.02,17960,20630,331,38,0.08157,2.167,structures
18031,0.01412,31.94,31070,11970,169,24,0.09467,0.7667,structures
18033,0.01438,21.43,21570,18360,264,56,0.1629,1.2,structures
18035,0.02537,15.48,17740,44380,1126,323,0.2416,5,structures
18037,0.0113,9.524,33300,18590,210,35,0.1286,0.3333,structures
18039,0.01748,19.51,15470,71910,1257,340,0.2267,6.633,structures
18041,0.02874,7.19,11960,10260,295,51,0.1661,0.3667,structures
18043,0.01536,33.76,26930,29810,458,155,0.2293,5.233,structures
18045,0.006735,16.67,10970,8166,55,8,0.1091,0.1333,structures
18047,0.02825,40.23,20670,11150,315,29,0.07302,1.167,structures
18049,0.01835,80.95,20010,9647,177,35,0.1412,2.833,structures
18051,0.02606,44.87,15570,14080,367,26,0.05177,1.167,structures
18053,0.01405,35.86,10210,27620,388,66,0.1134,2.367,structures
18055,0.0184,5.926,22680,14290,263,45,0.1407,0.2667,structures
18057,0.0114,18.55,15100,115800,1320,523,0.1621,9.7,structures
18059,0.02193,12.72,17400,29680,651,186,0.2058,2.367,structures
18061,0.02138,78.14,23470,17680,378,61,0.1111,4.767,structures
18063,0.006605,14.47,15920,58440,386,152,0.1762,2.2,structures
18065,0.01078,10.42,7017,20590,222,48,0.1847,0.5,structures
18067,0.01003,82.16,21920,34690,348,142,0.2471,11.67,structures
18069,0.006843,52.27,16550,15640,107,44,0.2897,2.3,structures
18071,0.06122,17.91,17220,18260,1118,147,0.1011,2.633,structures
18073,0.03791,30.53,15350,14400,546,107,0.1667,3.267,structures
